[20:21:35.2680888][INFO/main.cpp:159] Yim's Menu Initializing
[20:21:35.2681281][INFO/main.cpp:160] Git Info
	Branch:	master
	Hash:	d737c01b333f349ff9d4803784fee1051ee93cb9
	Date:	Tue Feb 20 18:29:02 2024
[20:21:35.2682710][INFO/main.cpp:172] Windows 10 Home Version 22H2 (OS Build 19045.4046)
[20:21:35.2727638][DEBUG/thread_pool.cpp:22] Resizing thread pool from 0 to 4
[20:21:35.2729733][INFO/main.cpp:180] Thread pool initialized.
[20:21:35.2760022][INFO/settings.cpp:76] Updating settings.
[20:21:35.2778195][INFO/main.cpp:183] Settings Loaded.
[20:21:35.2778322][DEBUG/thread_pool.cpp:96] Thread 15964 executing settings.cpp:12
[20:21:35.2799960][INFO/batch.hpp:106] Found 'ISA' GTA5.exe+0xF193
[20:21:35.2834221][INFO/batch.hpp:106] Found 'GS' GTA5.exe+0x2C66D4
[20:21:35.2840501][INFO/batch.hpp:106] Found 'PF' GTA5.exe+0x73508C
[20:21:35.2847326][INFO/batch.hpp:106] Found 'SR' GTA5.exe+0x16C993
[20:21:35.2864590][INFO/batch.hpp:106] Found 'SGL' GTA5.exe+0x6D9014
[20:21:35.2873921][INFO/batch.hpp:106] Found 'GL' GTA5.exe+0x6D9020
[20:21:35.2918347][INFO/batch.hpp:106] Found 'FV' GTA5.exe+0x161DBA0
[20:21:35.2970364][INFO/batch.hpp:106] Found 'NPM' GTA5.exe+0x10B1B94
[20:21:35.2995711][INFO/batch.hpp:106] Found 'SP' GTA5.exe+0xA4B929
[20:21:35.2998795][INFO/batch.hpp:106] Found 'NRF' GTA5.exe+0x1BB87
[20:21:35.3008257][INFO/batch.hpp:106] Found 'ST' GTA5.exe+0x1620B6F
[20:21:35.3052897][INFO/batch.hpp:106] Found 'S' GTA5.exe+0x138E3D9
[20:21:35.3072461][INFO/batch.hpp:106] Found 'NH' GTA5.exe+0x1620C19
[20:21:35.3083812][INFO/batch.hpp:106] Found 'CGSHM' GTA5.exe+0x16254D9
[20:21:35.3086975][INFO/batch.hpp:106] Found 'GTS' GTA5.exe+0x1620688
[20:21:35.3087782][INFO/batch.hpp:106] Found 'SG' GTA5.exe+0x16204C0
[20:21:35.3100118][INFO/batch.hpp:106] Found 'TSE' GTA5.exe+0xD93FFC
[20:21:35.3104498][INFO/batch.hpp:106] Found 'TK' GTA5.exe+0xA4FA1C
[20:21:35.3118015][INFO/batch.hpp:106] Found 'OQ' GTA5.exe+0x5703BE
[20:21:35.3124022][INFO/batch.hpp:106] Found 'RBB' GTA5.exe+0x6705A8
[20:21:35.3180820][INFO/batch.hpp:106] Found 'RBS' GTA5.exe+0x132C5EC
[20:21:35.3182369][INFO/batch.hpp:106] Found 'RBWD' GTA5.exe+0x10DD39D
[20:21:35.3191421][INFO/batch.hpp:106] Found 'WBD' GTA5.exe+0x13E6874
[20:21:35.3194595][INFO/batch.hpp:106] Found 'WBQ' GTA5.exe+0x1334130
[20:21:35.3202534][INFO/batch.hpp:106] Found 'RBA' GTA5.exe+0x132C2C8
[20:21:35.3260283][INFO/batch.hpp:106] Found 'WPGSDN' GTA5.exe+0x1184050
[20:21:35.3300873][INFO/batch.hpp:106] Found 'SEA' GTA5.exe+0x16DAE99
[20:21:35.3333790][INFO/batch.hpp:106] Found 'WBI64' GTA5.exe+0x1134B35
[20:21:35.3387888][INFO/batch.hpp:106] Found 'PTH' GTA5.exe+0x1624F95
[20:21:35.3397526][INFO/batch.hpp:106] Found 'RC' GTA5.exe+0x146419C
[20:21:35.3438746][INFO/batch.hpp:106] Found 'GSH' GTA5.exe+0x162643C
[20:21:35.3439200][INFO/batch.hpp:106] Found 'CNOM' GTA5.exe+0xB299F0
[20:21:35.3443659][INFO/batch.hpp:106] Found 'WBI32' GTA5.exe+0x11339F7
[20:21:35.3475899][INFO/batch.hpp:106] Found 'WBB' GTA5.exe+0x11334F8
[20:21:35.3521050][INFO/batch.hpp:106] Found 'NPMI' GTA5.exe+0x118EE4F
[20:21:35.3545903][INFO/batch.hpp:106] Found 'GSCFWC' GTA5.exe+0xA4AA9C
[20:21:35.3551918][INFO/batch.hpp:106] Found 'WBA' GTA5.exe+0x16C169A
[20:21:35.3553729][INFO/batch.hpp:106] Found 'GPR' GTA5.exe+0x114F69C
[20:21:35.3634999][INFO/batch.hpp:106] Found 'API' GTA5.exe+0x16DD5B8
[20:21:35.3641336][INFO/batch.hpp:106] Found 'GNED' GTA5.exe+0x1A30070
[20:21:35.3653335][INFO/batch.hpp:106] Found 'RNM' GTA5.exe+0x13FCF95
[20:21:35.3689206][INFO/batch.hpp:106] Found 'RCS/GSTFT/GNOFP/GNO/GSTI' GTA5.exe+0x119A67C
[20:21:35.3690327][INFO/batch.hpp:106] Found 'REH' GTA5.exe+0x16D720C
[20:21:35.3691610][INFO/batch.hpp:106] Found 'MHT' GTA5.exe+0xB4CE
[20:21:35.3730168][INFO/batch.hpp:106] Found 'CAD' GTA5.exe+0x1199F7E
[20:21:35.3751907][INFO/batch.hpp:106] Found 'WPGDN' GTA5.exe+0x1184B98
[20:21:35.3758961][INFO/batch.hpp:106] Found 'GGCC' GTA5.exe+0xA7FCDA
[20:21:35.3764933][INFO/batch.hpp:106] Found 'FR' GTA5.exe+0xCEAB78
[20:21:35.3776350][INFO/batch.hpp:106] Found 'NPMS' GTA5.exe+0x11C3AD2
[20:21:35.3783262][INFO/batch.hpp:106] Found 'RCC' GTA5.exe+0x11996E0
[20:21:35.3802822][INFO/batch.hpp:106] Found 'GLT' GTA5.exe+0xDB678F
[20:21:35.3868304][INFO/batch.hpp:106] Found 'FPFC' GTA5.exe+0x131C552
[20:21:35.3871545][INFO/batch.hpp:106] Found 'RBIST' GTA5.exe+0x1199860
[20:21:35.3891888][INFO/batch.hpp:106] Found 'FDGD' GTA5.exe+0x131FB9B
[20:21:35.3913789][INFO/batch.hpp:106] Found 'SCP' GTA5.exe+0x2F5104
[20:21:35.3931219][INFO/batch.hpp:106] Found 'FPFD' GTA5.exe+0x131C7BC
[20:21:35.3933143][INFO/batch.hpp:106] Found 'IMCD' GTA5.exe+0x53F00D
[20:21:35.3978498][INFO/batch.hpp:106] Found 'MCF' GTA5.exe+0x169AD6E
[20:21:35.3987614][INFO/batch.hpp:106] Found 'SCM' GTA5.exe+0x10C3F49
[20:21:35.3991306][INFO/batch.hpp:106] Found 'SGSBGH' GTA5.exe+0x443D7C
[20:21:35.4001011][INFO/batch.hpp:106] Found 'GMI' GTA5.exe+0x1672C56
[20:21:35.4004589][INFO/batch.hpp:106] Found 'FPU&FPCA&FPOA&FPM' GTA5.exe+0x806092
[20:21:35.4020480][INFO/batch.hpp:106] Found 'GGOS' GTA5.exe+0x14640B4
[20:21:35.4053147][INFO/batch.hpp:106] Found 'N' GTA5.exe+0x107B10D
[20:21:35.4055448][INFO/batch.hpp:106] Found 'NC' GTA5.exe+0x441419
[20:21:35.4086618][INFO/batch.hpp:106] Found 'JSBI' GTA5.exe+0x110C2EB
[20:21:35.4114337][INFO/batch.hpp:106] Found 'SGSBGH' GTA5.exe+0x14726CE
[20:21:35.4194715][INFO/batch.hpp:106] Found 'SPBGH' GTA5.exe+0x4428BE
[20:21:35.4215067][INFO/batch.hpp:106] Found 'IPBGH' GTA5.exe+0x441434
[20:21:35.4242730][INFO/batch.hpp:106] Found 'VM' GTA5.exe+0x16204CA
[20:21:35.4289414][INFO/batch.hpp:106] Found 'RENC' GTA5.exe+0x142983A
[20:21:35.4338351][INFO/batch.hpp:106] Found 'C' GTA5.exe+0xCECBEC
[20:21:35.4381184][INFO/batch.hpp:106] Found 'WJRD' GTA5.exe+0x111264B
[20:21:35.4388609][INFO/batch.hpp:106] Found 'HT' GTA5.exe+0x1464E65
[20:21:35.4391200][INFO/batch.hpp:106] Found 'GU' GTA5.exe+0x1492662
[20:21:35.4394163][INFO/batch.hpp:106] Found 'AFBGH' GTA5.exe+0x1071E28
[20:21:35.4459636][INFO/batch.hpp:106] Found 'PMFR' GTA5.exe+0x147D0D4
[20:21:35.4470304][INFO/batch.hpp:106] Found 'PGI' GTA5.exe+0x14820E8
[20:21:35.4473471][INFO/batch.hpp:106] Found 'PIGI' GTA5.exe+0x10BDE9F
[20:21:35.4475093][INFO/batch.hpp:106] Found 'SPDM' GTA5.exe+0x11AFB24
[20:21:35.4496957][INFO/batch.hpp:106] Found 'QP' GTA5.exe+0x14218A2
[20:21:35.4497809][INFO/batch.hpp:106] Found 'SJRM' GTA5.exe+0x1299082
[20:21:35.4566287][INFO/batch.hpp:106] Found 'SGS' GTA5.exe+0x1126A2C
[20:21:35.4568892][INFO/batch.hpp:106] Found 'GCP' GTA5.exe+0x1403FAC
[20:21:35.4588987][INFO/batch.hpp:106] Found 'HJR' GTA5.exe+0x11115B4
[20:21:35.4602174][INFO/batch.hpp:106] Found 'SND' GTA5.exe+0xF63023
[20:21:35.4615950][INFO/batch.hpp:106] Found 'STOPVT' GTA5.exe+0x6A10AC
[20:21:35.4616442][INFO/batch.hpp:106] Found 'SRGC' GTA5.exe+0x120C8EB
[20:21:35.4620292][INFO/batch.hpp:106] Found 'HRGC' GTA5.exe+0x120550C
[20:21:35.4627520][INFO/batch.hpp:106] Found 'RC' GTA5.exe+0xF94320
[20:21:35.4642431][INFO/batch.hpp:106] Found 'CD' GTA5.exe+0x1906D7
[20:21:35.4650711][INFO/batch.hpp:106] Found 'RR' GTA5.exe+0xC1CAF3
[20:21:35.4653808][INFO/batch.hpp:106] Found 'IDC' GTA5.exe+0x67D4F4
[20:21:35.4682524][INFO/batch.hpp:106] Found 'SPT' GTA5.exe+0xB8AE24
[20:21:35.4697762][INFO/batch.hpp:106] Found 'SSMA' GTA5.exe+0x1474F68
[20:21:35.4746955][INFO/batch.hpp:106] Found 'TAC' GTA5.exe+0xAF7CA4
[20:21:35.4762100][INFO/batch.hpp:106] Found 'LCF' GTA5.exe+0x5DD9B8
[20:21:35.4779215][INFO/batch.hpp:106] Found 'MFO' GTA5.exe+0xA78A2B
[20:21:35.4781788][INFO/batch.hpp:106] Found 'DSI' GTA5.exe+0x14740FC
[20:21:35.4782461][INFO/batch.hpp:106] Found 'DPI' GTA5.exe+0x14022B0
[20:21:35.4787844][INFO/batch.hpp:106] Found 'ESI' GTA5.exe+0x1184CBA
[20:21:35.4807630][INFO/batch.hpp:106] Found 'BNA' GTA5.exe+0x16E760C
[20:21:35.4821052][INFO/batch.hpp:106] Found 'SJD' GTA5.exe+0xA93F24
[20:21:35.4822033][INFO/batch.hpp:106] Found 'SAACF' GTA5.exe+0xA94380
[20:21:35.4841197][INFO/batch.hpp:106] Found 'QD' GTA5.exe+0x130AF04
[20:21:35.4860632][INFO/batch.hpp:106] Found 'PMFS' GTA5.exe+0x145FFA4
